NAME,ADDRESSPOSTALCODE,ADDRESSSTREETNAME,HYPERLINK,TOTALROOMS,KEEPERNAME,Lat,Lng,ICON_NAME
Travelodge Harbourfront Singapore,98828,50 TELOK BLANGAH ROAD BAY HOTEL SINGAPORE,NA,334,Wong Siew Khee,1.26633679754561,103.823792222833,hotel.gif
Urban Hostel,388189,67A Lorong 27 Geylang,NA,11,Tan Kee Chong Derrick,1.31612667222578,103.883723595489,hotel.gif
V Hotel Bencoolen,189627,48 Bencoolen Street,vhotel@vhotel.sg,272,Ng Lip Sek,1.29894385553217,103.850763169012,hotel.gif
V Hotel Lavender,208767,70 Jellicoe Road,vhotel@vhotel.sg,888,Edmund Yip Chak Mun,1.3078092747122,103.862525582449,hotel.gif
Venue Hotel,427556,305 Joo Chiat Road,contact@venuehotel.sg,81,Chu Poh Yong,1.30957900907828,103.902428918272,hotel.gif
Venue Hotel The Lily,427495,238  Joo Chiat Road,venuelily@venuehotel.sg,84,Chu Poh Yong,1.31154791813894,103.900582467694,hotel.gif
Victoria Hotel,188016,87 VICTORIA STREET VICTORIA HOTEL,reservations@victoriana.sg,89,Loo Wai Peng,1.29709985440985,103.852442326555,hotel.gif
Villa Samadhi Singapore,119193,20 LABRADOR VILLA ROAD,NA,20,Federico Asaro,1.268937683637,103.800885641861,hotel.gif
Village Hotel Albert Court,189971,180 Albert Street,info.vhac@fareast.com.sg,210,Terence Govinden,1.30390260082807,103.85071667183,hotel.gif
Village Hotel Bugis,188061,390 Victoria Street,info.vhb@fareast.com.sg,393,Gill Ishwinder,1.30192812751591,103.857668954773,hotel.gif
Village Hotel Sentosa,99951,"10 ARTILLERY AVENUE, # 02-01",NA,606,JIM KHOO WEI KWAN,1.25225951518978,103.819943383466,hotel.gif
Vintage Inn@Clarke Quay,59672,"33 HONGKONG STREET, # 3-33B",NA,5,HO TING CHEE,1.28741331170278,103.847112672325,hotel.gif
VIP Hotel,259895,5 Balmoral Crescent,booking@viphotel.com.sg,57,Peter Yang,1.3156477325095,103.834573063566,hotel.gif
W Singapore Sentosa Cove Hotel,98374,21 Ocean Way,NA,240,Heath Nicholas Robin,1.24616550353468,103.842428148098,hotel.gif
Wanderlust,209494,2 DICKSON ROAD,NA,29,Ashish Manchharam,1.30512093794701,103.854629633951,hotel.gif
Wink Hostel,59488,8A Mosque Street,NA,9,Allan Lee @ Lee Kheen Woon,1.28394841482097,103.844144231952,hotel.gif
Wink Hostel @ Downtown,69044,3B MCCALLUM STREET,NA,10,Chon Yik Mau,1.27968475056385,103.84757635916,hotel.gif
XY HOTEL BUGIS by ASANDA HOTELS AND RESORTS,199323,11 JALAN KLAPA THE ARDENNES,bugis_accounts@xyglobalhotel.com,15,HAN BIN,1.30420913008075,103.859686467655,hotel.gif
Yew Lian Hotel,389504,549A Geylang Road,NA,18,Chang Ying,1.31400085109484,103.885504024451,hotel.gif
York Hotel,228516,21 Mount Elizabeth,enquiry@yorkhotel.com.sg,407,Khoo Elizabeth,1.30692538671184,103.835187499512,hotel.gif
YOTEL Singapore Orchard Road,238904,366 ORCHARD ROAD,brendan.daly@yotel.com,610,DALY BRENDAN FRANCIS,1.30634429879401,103.831347094612,hotel.gif
YotelAir Singapore Changi Airport,819666,"78 AIRPORT BOULEVARD, # 04-280",jca.finance@yotel.com,130,Nicholas James Cheesman,1.36034099671656,103.989077555194,hotel.gif
30 BENCOOLEN,189621,30 BENCOOLEN STREET,andrew.bastian@30bencoolen.com.sg,131,TAN KHENG HWEE,1.29850072017742,103.850402269195,hotel.gif
Aqueen Hotel - Paya Lebar,409180,33 Jalan Afifi,NA,162,Chan Boon Tat,1.32208820086546,103.891617685857,hotel.gif
Hotel 81 - Heritage,198985,71 Jalan Sultan Road,hotel81@hotel81.com.sg,64,Chu Poh Yong,1.30271606708358,103.861299879306,hotel.gif
Hotel 81 - Hollywood,399121,61 Lorong 8 Geylang,hotel81@hotel81.com.sg,112,Chu Poh Yong,1.31005583680827,103.877447760285,hotel.gif
Hotel 81 - Joy,388703,11 Lorong 11 Geylang,hotel81@hotel81.com.sg,42,Chu Poh Yong,1.31278803988666,103.876803320046,hotel.gif
Hotel 81 - Kovan,534636,"768 Upper Serangoon Road , # 02-01",hotel81@hotel81.com.sg,89,Chu Poh Yong,1.35420717029808,103.878866751339,hotel.gif
Hotel 81 - Lavender,338716,85 Lavender Street,hotel81@hotel81.com.sg,85,Chu Poh Yong,1.31075782011892,103.862351670103,hotel.gif
Hotel 81 - Lucky,398741,23 Lorong 20 Geylang,hotel81@hotel81.com.sg,77,Chu Poh Yong,1.31187964409268,103.881497891026,hotel.gif
hotel ascendere pte ltd,399035,1 LORONG 10 GEYLANG,NA,25,ONG KUM FATT,1.31192211161234,103.877736767198,hotel.gif
K HOTEL 12,399045,12 LORONG 10 GEYLANG,NA,28,CAI WENCHAO,1.31128855675534,103.877512889799,hotel.gif
K HOTEL 14,399047,14 LORONG 10 GEYLANG,NA,45,CAI WENCHAO,1.31123084152033,103.87754128742,hotel.gif
K2 Guesthouse,118146,15 SOUTH BUONA VISTA ROAD,hello@k2guesthouse.com,24,KAY SIEW HWA,1.28061805876119,103.786403408371,hotel.gif
K2 Guesthouse Central,208852,134 JALAN BESAR,NA,15,WOON LI MING RACHEL,1.30668645165441,103.856401207739,hotel.gif
Asphodel Inn,218702,380 Race Course Road (Level 2),asphoinn@yahoo.com.sg,55,Ong Poi Hwa,1.31503287812628,103.857271555227,hotel.gif
Backpacker Cozy Corner Guesthouse,188736,490 North Bridge Road (Level 2),happyjohn@cozycornerguest.com,15,"TEO FA YU, ALVIN",1.29837018983764,103.855776386801,hotel.gif
Balestier Hotel,329842,471 Balestier Road,balestier_hotel@yahoo.com,42,Chia Kwee Beng,1.3263318785208,103.847825737271,hotel.gif
Beary Best! Hostel,58332,18 Upper Cross Street,enquiry@abearygoodhostel.com,11,Teo Pei Han Janine,1.28384606770696,103.84538117333,hotel.gif
"Mandarin Oriental, Singapore",39797,5 Raffles Avenue Marina Square,NA,527,Christian Andreas Hassing,1.29066058376185,103.858323986493,hotel.gif
Marina Bay Sands Singapore,18956,1 Bayfront Avenue,inquiries@marinabaysands.com,2561,Pek Chin Siong,1.28233335098225,103.858308388607,hotel.gif
Marrison @ Desker,209598,75 Desker Road,reservations@marrisonhotel.com,25,Silvi,1.30887261138248,103.855693846613,hotel.gif
Marrison Hotel,189704,103 Beach Road,reservations@marrisonhotel.com,96,Silvi,1.2978909223511,103.857087531077,hotel.gif
Maxwell Reserve,78857,2 COOK STREET,NA,138,Harpreet Kaur Bedi,1.27915221128811,103.844367354691,hotel.gif
Mayo Inn,208786,9 Jalan Besar,admin@mayoinn.com,22,Terrance Tay Yew Soon,1.30392257669472,103.854120522794,hotel.gif
Meadows Hostel,209178,7A Hamilton Road,meadowshostel@gmail.com,6,Charlie Chia,1.31139113939717,103.860677173023,hotel.gif
Mercure Singapore Bugis,188973,122 MIDDLE ROAD MIDLINK PLAZA,NA,395,"Wong Weng Fatt, Philip",1.29963654287271,103.853083051198,hotel.gif
Mercure Singapore on Stevens,257878,"28 STEVENS ROAD, # 02-01",H9561-gm@accor.com,518,Kevin Glenn Bossino,1.31394109858619,103.828399493406,hotel.gif
Meriton Hotel,208804,43A Jalan Besar,jackson@hotel165.sg,40,Teo Ai Choo,1.30474091460126,103.854659348388,hotel.gif
Min Wah Hotel,398676,19 Lorong 22 Geylang,96ytlim@gmail.com,97,Lim Yeoh Toong,1.31219823372169,103.882461230625,hotel.gif
MKS Backpackers' Hostel,209757,44 Cuff Road,NA,5,Muthukumaran S/O Varthan,1.30679667251442,103.853524372799,hotel.gif
Moni Gallery Hostel,338795,263 Lavender Street,enquiry@monigalleryhostel.com,9,Muhammad Syafiee Bin Fidrishah,1.31544170610706,103.858988963033,hotel.gif
Naumi,188396,41 SEAH STREET NAUMI,NA,73,Surya Kumar Jhunjhnuwala,1.29586808458378,103.855181687112,hotel.gif
New Cathay Hotel (Geylang),389403,443A Geylang Road,newcathayhotel@yahoo.com.sg,53,Timothy Seah How Ming,1.31323581232938,103.881747206923,hotel.gif
New Orchid Hotel,329777,347 Balestier Road,neworchidhotel@hotmail.com,68,Lim Lay Meng,1.32429128090849,103.85103942858,hotel.gif
New Society Backpacker,208934,259A Jalan Besar,newsoc259@gmail.com,4,Ho Chiuen Sheey,1.31023794252736,103.858259328995,hotel.gif
Nostalgia Hotel,168727,77 Tiong Bahru Road,frontdesk@hotelnostalgia.com.sg,50,Ranjitha De Silva,1.28509462357436,103.833551413429,hotel.gif
Novotel Singapore On Stevens,257878,"28 STEVENS ROAD, # 01-01",H9543-gm@accor.com,254,Kevin Glenn Bossino,1.31394109858619,103.828399493406,hotel.gif
OAKWOOD PREMIER AMTD SINGAPORE,68809,"6 SHENTON WAY, # 07-01 OUE DOWNTOWN",NA,268,Roy Liang Ming Kai,1.27698070007554,103.848408637443,hotel.gif
"Oasia Hotel Downtown, Singapore",79333,100 Peck Seah Street,reseasy@fareast.com.sg,314,Chai Khye Yeien,1.27585063042586,103.844244859294,hotel.gif
"Oasia Hotel Novena, Singapore",307470,8 Sinaran Drive,frontofc.ohs@fareast.com.sg,428,Karamjit Kaur,1.32003004588439,103.844782388216,hotel.gif
Oasia Resort Sentosa,98679,"23 BEACH VIEW LE MERIDIEN SINGAPORE, SENTOSA",NA,191,KHOO WEI KWAN JIM,1.25329365829851,103.81955756883,hotel.gif
One Farrer Hotel,217562,1 Farrer Park Station Road,NA,249,Gilbert Madhavan,1.31275667459011,103.853842196119,hotel.gif
ONE15 Marina Club,98497,11 Cove Drive,frontdesk@one15marina.com,26,Tay Teng Hock,1.2465985797506,103.838344779654,hotel.gif
"Orchard Rendezvous Hotel, Singapore",247905,1 Tanglin Road,info@orh.com.sg,388,Wong Siew Ling,1.3065751631695,103.827739432245,hotel.gif
Orchid Hotel,78867,1 Tras Link,resv@orchidhotel.com.sg,272,Chng Beng Siong,1.27693674003785,103.843847231635,hotel.gif
Oxford Hotel,188549,218 Queen Street,reservation@oxfordhotel.com.sg,134,Mohamed Rafi Bin Hasan,1.29801057337893,103.851820111255,hotel.gif
Pan Pacific Serviced Suites Beach Road,199592,7500B Beach Road,NA,180,Choong Nyuk Fee,1.29943396113579,103.860232906684,hotel.gif
Parc Sovereign Hotel,189970,175 Albert Street,contact@parcsovereign.com,172,Tan Thuang Wee,1.30359193738081,103.851186611181,hotel.gif
Parc Sovereign Hotel - Tyrwhitt,207569,165 Tyrwhitt Road,contact@parcsovereign.com,270,Sun Yi,1.3123170980015,103.860633791231,hotel.gif
Park Avenue Changi,486015,2 Changi Business Park Avenue 1,serenetan@uel.sg,251,Sun Li Jing @ Ryan Sun,1.33576405585821,103.963024016311,hotel.gif
Park Avenue Rochester,138637,31 Rochester Drive,serenetan@uel.sg,351,Sun Li Jing @ Ryan Sun,1.30535120421258,103.788347378512,hotel.gif
Park Hotel Alexandra,159972,323 Alexandra Road Alexandra Central,info.phal@parkhotelgroup.com,442,Ng Sock Heng,1.28757994526013,103.805370079297,hotel.gif
Park Hotel Clarke Quay,237983,1 Unity Street,info.phcq@parkhotelgroup.com,340,Lim Kang Ling,1.29154596321778,103.842327428168,hotel.gif
PARK HOTEL FARRER PARK,217564,10 FARRER PARK STATION ROAD FARRER SQUARE,NA,300,Yong Guan Chuan,1.31198097077815,103.854748159228,hotel.gif
Park Regis Singapore,58268,23 Merchant Road,gmprsi@parkregissingapore.com,202,Lim Soon Hwee,1.28808355052563,103.844443322367,hotel.gif
Park View Hotel,189692,81 Beach Road,parkview@parkview.com.sg,88,Lim Min Wee Ernest,1.29720601629426,103.856493969017,hotel.gif
"PARKROYAL COLLECTION  Marina Bay, Singapore",39594,6 RAFFLES BOULEVARD MARINA SQUARE,NA,575,Lim Wen Pin Melvin,1.29145525906521,103.857007341008,hotel.gif
PARKROYAL on Kitchener Road,208533,181 Kitchener Road,enquiry@kr.parkroyalhotels.com,532,CHUNG KUM SENG,1.31053024250151,103.855657430547,hotel.gif
Pasir Panjang Inn,118741,404 Pasir Panjang Road,ppinn@pacific.net.sg,54,Ang Poh Seow,1.29207833471118,103.770167551417,hotel.gif
Peninsula.Excelsior Hotel,179805,5 Coleman Street,enquiries@ytchotels.com.sg,591,Wong Liang Tong,1.29194591965028,103.849820409422,hotel.gif
Penta Hotel,219894,33 Birch Road,booking@pentahotel.com.sg,48,Lim Hwee Meang Rachel,1.31119377982074,103.853597393505,hotel.gif
Perak Hotel,208133,12 Perak Road,perlodge@singnet.com.sg,32,Tong Kok Chiang,1.30477735433313,103.853212740709,hotel.gif
Pine Hostel @ Lavender,207566,153A TYRWHITT ROAD QINAN BUILDING,pinehostelsg@gmail.com,7,"TAN KEE CHONG, DERRICK",1.31190914918039,103.860208871905,hotel.gif
Populous Hotel,188933,23 MIDDLE ROAD,info@populoushotel.com,80,Silvi,1.29678178848365,103.855722993909,hotel.gif
Porcelain Hotel,59526,48 Mosque Street,enquiry@porcelainhotel.com,138,Hu Yingna,1.28423977707313,103.844285506043,hotel.gif
Quality Hotel Marlow,329926,201 Balestier Road,dm@qualityhotelmarlow.com.sg,240,ONG CHIEW SENG KELLVIN,1.3200518654597,103.852519737986,hotel.gif
RedDoorz @ Geylang,397662,61 WESTERHOUT ROAD,NA,33,Amit Saberwal,1.31122558409044,103.881036636411,hotel.gif
RedDoorz Plus @ Little India,209507,"23 DICKSON ROAD, # 1-01-01 MOON 23 HOTEL",NA,80,AMIT SABERWAL,1.3050887952847,103.854059862488,hotel.gif
RedDoorz Premium @ Balestier,329795,387 BALESTIER ROAD,NA,46,Amit Saberwal,1.32522597394005,103.849916615644,hotel.gif
RELC International Hotel,258352,30 ORANGE GROVE ROAD RELC BUILDING,NA,151,FRANCIS CHOO KOH ENG,1.31283861068763,103.826031941452,hotel.gif
Rendezvous Hotel Singapore,189559,9 Bras Basah Road,reseasy@fareast.com.sg,298,Douglas Fernandez,1.29858303536992,103.849316109185,hotel.gif
Rest Bugis Hotel,199207,8 JALAN KUBOR SANTA GRAND HOTEL BUGIS,NA,74,Adrian Siow Shen Ngin,1.30405334691991,103.859429082823,hotel.gif
River City Inn,59672,33C Hongkong Street,rivercityinn.sg@gmail.com,4,Loke Weng Yian,1.28741331170278,103.847112672325,hotel.gif
RM Hotel,638404,10 Tuas West Drive,recept@rafflesmarina.com.sg,19,Parry Raymond John,1.34158800024817,103.635089828004,hotel.gif
Robertson Quay Hotel,239032,15 Merbau Road,accounts@robertsonquayhotel.com.sg,148,Ng Swee Huat,1.29116819945429,103.841985961154,hotel.gif
Royal India Hotel,207667,"88 Syed Alwi Road , # 01-02",sales@royalindiahotel.com,43,Ee Kee Chai,1.30922887156542,103.855672473307,hotel.gif
Royal Plaza,228220,25 Scotts Road,royal@royalplaza.com.sg,511,Patrick Fiat,1.30708931817226,103.83144576982,hotel.gif
S Inn Chinatown,58597,52 Temple Street,ct@s-inn.co,13,Li Xiaojia,1.28330904377112,103.84359520029,hotel.gif
S Inn Clarke Quay,59677,38A Hongkong Street,cq@s-inn.co,11,LI XIAOJIA,1.28732233868587,103.847321862853,hotel.gif
Sandpiper Hotel,209391,63 Dunlop Street,reservations@sandpiperhotels.com,31,Pankaj Pandit,1.30480931241135,103.853595766242,hotel.gif
Santa Grand Hotel East Coast,428877,171 East Coast Road,reservations@santagrand.stayariva.com,73,Siah Siew Geok,1.30672319863699,103.905795541013,hotel.gif
Seng Wah Hotel,398673,15 Lorong 22 Geylang,sengwahhotel@hotmail.com,16,Han Siew Ying,1.31231758276067,103.882411818147,hotel.gif
Shangri-La Hotel,258350,22 Orange Grove Road,sls@shangri-la.com,792,Kuok Oon Kwong,1.31124740290096,103.826756760616,hotel.gif
"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",98970,101 Siloso Road Sentosa,sen@shangri-la.com,454,Kuok Oon Kwong,1.25780205516677,103.809797894322,hotel.gif
Sheraton Towers Singapore Hotel,228230,39 Scotts Road,sheraton.towers.singapore@sheraton.com,420,Long Sie Fong,1.31195052968093,103.836462155528,hotel.gif
Siloso Beach Resort,99538,51 Imbiah Walk,accounts@silosobeachresort.com,195,NG YU TECK,1.25498728174306,103.814500414013,hotel.gif
Sing Hoe Hotel,437761,759 Mountbatten Road,NA,41,ong kum fatt,1.30076129162384,103.891452441641,hotel.gif
Singapore Marriott Tang Plaza Hotel,238865,320 Orchard Road,NA,403,Alvin Lim Yue Ping (Lin Youbin),1.3050223054635,103.832874081575,hotel.gif
Singapore OSS Backpackers Hostel Pte Ltd,209180,"9 HAMILTON ROAD, # 01-01",sossbackpackers@gmail.com,9,RAJENDRA PRASAD S/O N N SRINIVASA NAIDU,1.31141627021243,103.860729254991,hotel.gif
SO Sofitel Singapore,68876,35 Robinson Road,H8655@sofitel.com,134,Mazen Abil Mona,1.27992196206236,103.849654800023,hotel.gif
Sofitel Singapore City Centre,78885,9 WALLICH STREET,NA,223,Wouter Frank De Graaf,1.2769051570011,103.845070104293,hotel.gif
Sofitel Singapore Sentosa Resort & Spa,99891,2 Bukit Manis Road,h9474@sofitel.com,215,PIOTR JAN KUPIEC,1.24579708620123,103.827492431992,hotel.gif
ST Signature Bugis Beach,189694,85 BEACH ROAD 85 BEACH GARDEN HOTEL,NA,38,"Goh Shen Shu, Donovan",1.29730337226863,103.856569786349,hotel.gif
ST Signature Tanjong Pagar,78972,32 TRAS STREET,NA,92,"SEAH HUI XIAN, JOANNE",1.27865807402423,103.84425057595,hotel.gif
St. Regis Hotel Singapore,247911,29 Tanglin Road,stregis.singapore@stregis.com,299,Radu Cernia,1.30566140857401,103.826053513866,hotel.gif
Strand Hotel,189619,25 Bencoolen Street,reservations@strandhotel.com.sg,130,Ang Beng Hoh,1.29865275917035,103.849738602552,hotel.gif
Studio M Hotel,238910,3 Nanson Road,enquiry.smh@millenniumhotels.com,360,Othmane Amrani,1.29077754111531,103.839076191393,hotel.gif
Summer View Hotel,189642,173  Bencoolen Street,sales@summerviewhotel.com.sg,86,Lim Chin Sen,1.30165938361762,103.852237513996,hotel.gif
"Swissotel Merchant Court,Singapore",58281,20 Merchant Road,singapore-merchantcourt@swissotel.com,476,Rainer Tenius,1.28821802379383,103.845692303714,hotel.gif
"Swissotel The Stamford, Singapore",178882,2 Stamford Road,singapore-stamford@swissotel.com,1252,Marcus Moris Hanna,1.29326862339764,103.853365178371,hotel.gif
Tai Hoe Hotel,208538,163 Kitchener Road,gmgthh@gmail.om,73,Yee Loy Hoe,1.31026597160938,103.856565024278,hotel.gif
Taipei Hotel (2000),399120,60 Lorong 8 Geylang,NA,38,Tay Tiong Ying,1.30992260867721,103.877081648955,hotel.gif
The Amazing Inn,398913,1 Lorong 14 Geylang,sengwahhotel@hotmail.com,18,Han Siew Ying,1.31219356032738,103.879175568282,hotel.gif
THE BARRACKS HOTEL SENTOSA,99567,2 GUNNER LANE,NA,40,Jim Khoo Wei Kwan,1.25291730866453,103.820644196531,hotel.gif
THE CAPITOL KEMPINSKI HOTEL SINGAPORE,178906,15 STAMFORD ROAD,NA,157,Dawn Tan Woon Woon,1.29416210124999,103.850710602099,hotel.gif
The Clan Hotel,48417,10 CROSS STREET,NA,324,CHRISTINA WENDY LEE,1.28266106573536,103.848274543912,hotel.gif
The Daulat,208413,16 Madras Street,reservation@thedaulat.com,16,Shaik Mohamed S/O Mohamed Abdul Jaleel,1.30475126170812,103.852855023694,hotel.gif
The Elizabeth,228518,24 Mount Elizabeth,info@theelizabeth.com.sg,256,Mohamed Faharudin Bin Masood,1.30802411708656,103.835712305282,hotel.gif
The Fullerton Bay Hotel,49326,80 Collyer Quay,fbh.info@fullertonhotels.com,98,Giovanni Viterale,1.28396667042346,103.8534802041,hotel.gif
The Fullerton Hotel,49178,1 Fullerton Square,tfs.info@fullertonhotels.com,399,Giovanni Viterale,1.2861932360653,103.852970351253,hotel.gif
THE GREAT MADRAS,208422,28 MADRAS STREET,zubair@dam.com.sg,29,SHAIK MOHAMED S/O MOHAMED ABDUL JALEEL,1.30493595075971,103.853009974106,hotel.gif
The Hive Singapore Hostel,218223,624 SERANGOON ROAD THE HIVE,NA,13,YAN TONGJI,1.31571664407736,103.858786331918,hotel.gif
The Inn at Temple Street,58581,36 Temple Street,rsvn.room@theinn.com.sg,42,Kho Chuan Thye Patrick,1.28320660795322,103.843868478868,hotel.gif
The Keong Saik Hotel,89165,69 Keong Saik Road,reservations@keongsaikhotel.com.sg,25,Tan Koon Jim,1.28103904341286,103.841640168586,hotel.gif
The Outpost Hotel Sentosa,99951,"10 ARTILLERY AVENUE, # 03-01",NA,193,JIM KHOO WEI KWAN,1.25225951518978,103.819943383466,hotel.gif
THE QUAY HOTEL,58688,57 SOUTH BRIDGE ROAD SANTA GRAND HOTEL BOAT QUAY,NA,41,"Heng Chern Chieh, Germaine",1.2870550760207,103.848312936218,hotel.gif
The Quay Hotel Lavender,338739,139 LAVENDER STREET AQUEEN HOTEL - LAVENDER,NA,102,Heng Chern Chieh Germaine,1.31234470122478,103.861185772159,hotel.gif
Kam Leng Hotel,209001,383 Jalan Besar,reservations@kamleng.com,70,Hu Yingna,1.31322431873699,103.859699504459,hotel.gif
KeSa House,89158,"55 KEONG SAIK ROAD, # 01-02",NA,60,Manchharam Ashish,1.28061922396397,103.841542357757,hotel.gif
Kim Tian (Star) Hotel,399166,4 Lorong 6 Geylang,NA,43,Steven Han How Chye,1.31143553463831,103.876240340591,hotel.gif
La Mode (Sophia),399050,17 Lorong 10 Geylang,NA,35,Teng Ai Fong,1.3112646112522,103.877802903174,hotel.gif
Lai Ming Hotel,389396,432  Geylang Road,otl@laiming.com.sg,15,Ong Tong Liang,1.31301909204336,103.883130632629,hotel.gif
Lai Ming Hotel Cosmoland,389395,424 Geylang Road,otl@laiminghotel.com.sg,54,Ong Tong Liang,1.31285242907657,103.88287775601,hotel.gif
LEX HOTEL (LORONG 8),399073,1 LORONG 8 GEYLANG,NA,41,PANG CHIN FATT,1.31181053676029,103.877164397644,hotel.gif
Link Hotel,168733,50 Tiong Bahru Road,info@linkhotel.com.sg,274,Dong Hankun,1.28487238567456,103.834290657294,hotel.gif
Lloyd's Inn,239091,2 Lloyd Road,mail@lloydsinn.com,34,"CHANG YI WEN, JOAN",1.29726358007835,103.840365853895,hotel.gif
Lodge 41,398877,41 Lorong 16 Geylang,NA,22,Yong Chung Yung,1.31152237256803,103.880201803937,hotel.gif
lyf Funan Singapore,179370,67 HILL STREET,NA,329,Cross Norman Francis,1.29157596080638,103.84945862617,hotel.gif
M Social Singapore,238259,90 Robertson Quay,NA,293,Othmane AMRANI,1.29086699266622,103.837220928325,hotel.gif
Mandarin Orchard Singapore,238867,333 Orchard Road,orchard@meritushotels.com,1077,Danny Wong Hee Ling,1.3020645045383,103.836340959124,hotel.gif
K Hotel 8,399099,37 LORONG 8 GEYLANG,NA,27,CAI WENCHAO,1.31067428643295,103.877397285256,hotel.gif
Hotel Bencoolen,189626,47 Bencoolen Street,enquiries@hotelbencoolen.com,84,Herman Gay Teow Hua,1.29918672172522,103.850108265483,hotel.gif
Hotel Bencoolen @ Hong Kong Street,59685,47 Hongkong Street,reservation.hkst@hotelbencoolen.com,33,Herman Gay Teow Hua,1.28709359119965,103.847672305859,hotel.gif
Hotel Boss,199020,500 Jalan Sultan,contact@hotelboss.sg,1500,Goh Kok Keong,1.30571322703811,103.860266746951,hotel.gif
Hotel Calmo Bugis,189699,95 BEACH ROAD,NA,33,CAI WENCHAO,1.29750996934403,103.856724365667,hotel.gif
Hotel Chancellor @ Orchard,229635,28 Cavenagh Road,reservations@ghihotels.com.sg,488,TAN HWA LIAN,1.30145985771336,103.841931936895,hotel.gif
Hotel Clover 33 Jalan Sultan,198965,33 Jalan Sultan,enquiries@hotelclover.com,88,Zhang YuanQing,1.30201280747959,103.861729305374,hotel.gif
Hotel Clover 5 Hongkong Street,59648,5 Hongkong Street,enquiries@hotelclover5hongkongstreet.com,55,Teo Kok Hwee,1.28743138227384,103.8478409081,hotel.gif
Hotel Clover 7 Hongkong Street,59650,7 HONGKONG STREET,enquiries@hotelclover.com,27,Teo Kok Hwee,1.28746404866926,103.847711703541,hotel.gif
Hotel Clover The Arts,58689,58 South Bridge Road,NA,44,Ang Kian Kok,1.28754163889102,103.848141341165,hotel.gif
Hotel Conforto,59905,16 Carpenter Street,main@conforto.com.sg,22,Ng Wee Meng,1.28834728764827,103.847855885666,hotel.gif
Hotel Fort Canning,178881,11 Canning Walk,contact@hfcsingapore.com,86,Oh Chee Eng,1.29581266426264,103.845362056485,hotel.gif
Hotel Fuji,399541,22 Jalan Molek,hotelfuji.pl@gmail.com,30,Ho Siew Hwa,1.31170570900502,103.882676232074,hotel.gif
Hotel G Singapore,188980,200 MIDDLE ROAD BIG HOTEL,gm@hotelgsingapore.com,308,Guillaume Jean-Marc Laurent Places,1.30091639007984,103.851506467292,hotel.gif
Hotel Grand Central,229617,22 Cavenagh Road,accommodations@grandcentral.com.sg,263,Tan Hwa Lian,1.3012946724269,103.841767535762,hotel.gif
Hotel Grand Pacific,188018,101 Victoria Street,accounts@hotelgrandpacific.com.sg,240,Wee Cheng Lim,1.29755505808723,103.852228308446,hotel.gif
Hotel Indigo Singapore Katong,428788,"86 EAST COAST ROAD, # 01-01 KATONG SQUARE",NA,131,Adel Aramouni,1.30511658100901,103.904298453373,hotel.gif
Hotel Kai,188593,14 Purvis Street,hst@hotelkai.com,32,Tan Hui See,1.29652178913596,103.855405321377,hotel.gif
Hotel Mi,189623,"41 BENCOOLEN STREET, # 01-01",contact@hotelmi.sg,342,Kusaka Masaharu,1.29898582310214,103.850020544639,hotel.gif
Hotel Miramar Singapore,169631,401 Havelock Road,enquiry@miramar.com.sg,342,Lim Kian Tiong,1.28821989466535,103.837414948933,hotel.gif
Hotel Mono,59498,"18 MOSQUE STREET, # 01-04",NA,46,"QUAH TZE WEN, GLENN",1.28379045079176,103.844451263067,hotel.gif
Hotel Nuve,199143,11 Jalan Pinang,contact@hotelnuve.com,43,Soh Shil Nie,1.30275140814887,103.858275297851,hotel.gif
Hotel NuVe Elements,59680,41 HONGKONG STREET,doreen.soh@hotelnuveheritage.com,24,"SOH SHIL FANG, DOREEN",1.28723475456215,103.847485428195,hotel.gif
Hotel NuVe Heritage,188592,13 PURVIS STREET ADONIS HOTEL,NA,19,SOH SHIL NIE,1.29651404832504,103.855342376526,hotel.gif
Hotel NuVe Urbane,208582,3 KING GEORGE'S AVENUE,NA,62,Soh Shil Fang Doreen,1.30732088892971,103.858805131874,hotel.gif
Hotel Re! @ Pearl's Hill,169879,175A Chin Swee Road,hr@hotelre.com.sg,140,Tan Kwee Hiang,1.28541002481652,103.838407284725,hotel.gif
Hotel Royal,307964,36 Newton Road,royal@hotelroyal.com.sg,362,Lee Chou Hock,1.31683060092808,103.841859487874,hotel.gif
Hotel Royal @ Queens,188553,12 Queen Street,info@royalqueens.com.sg,231,Lee Si Min,1.29752625749619,103.852133093109,hotel.gif
Hotel Snow Lavender,209854,26 CAVAN ROAD HOTEL SNOW,hotelsnow.lavender@gmail.com,32,Ngiam Seng Ngiap,1.31087924623786,103.861821449557,hotel.gif
Hotel Soloha,88387,12 TECK LIM ROAD,NA,45,Hu Yaocheng,1.28037791620728,103.841991814742,hotel.gif
Hotel Supreme,228750,15 Kramat Road,NA,86,Ang Poh Seow,1.30133935750645,103.842424737463,hotel.gif
Hotel Yan,207681,162 Tyrwhitt Road,reservations@hotel-yan.com,69,Lim Kah Eng,1.30981355102668,103.855108812764,hotel.gif
Hup Hoe Hotel,389525,586A Geylang Road,NA,10,Tan Tong Wah,1.31396450261326,103.887584117469,hotel.gif
